Row.names	PathwayMutatedGenes	BRCAXControl_NumNonMuts	BRCAXControl_NumMuts	BRCAXCancer_NumNonMuts	BRCAXCancer_NumMuts	BRCAXControl_MutationRate	BRCAXCancer_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
REACTOME_TIGHT_JUNCTION_INTERACTIONS	;CLDN23(2)	7	0	9	2	0	0.181818181818	NA	0.359477124183007	1.1965860528262	0.183112423628874
REACTOME_TRANSLATION_INITIATION_COMPLEX_FORMATION	;EIF3A(1),RPS16(1)	7	0	9	2	0	0.181818181818	NA	0.359477124183007	1.1965860528262	0.183112423628874
SA_TRKA_RECEPTOR	;PIK3CA(2)	7	0	9	2	0	0.181818181818	NA	0.359477124183007	1.1965860528262	0.183112423628874
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	;PIK3CA(2)	7	0	9	2	0	0.181818181818	NA	0.359477124183007	1.1965860528262	0.183112423628874
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	;PIK3CA(2)	7	0	9	2	0	0.181818181818	NA	0.359477124183007	1.1965860528262	0.183112423628874
ST_ADRENERGIC	;PIK3CA(2)	7	0	9	2	0	0.181818181818	NA	0.359477124183007	1.1965860528262	0.183112423628874
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	;PIK3CA(2)	7	0	9	2	0	0.181818181818	NA	0.359477124183007	1.1965860528262	0.183112423628874
ST_INTERLEUKIN_4_PATHWAY	;PIK3CA(2)	7	0	9	2	0	0.181818181818	NA	0.359477124183007	1.1965860528262	0.183112423628874
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	;PIK3CA(2)	7	0	9	2	0	0.181818181818	NA	0.359477124183007	1.1965860528262	0.183112423628874
KEGG_CHRONIC_MYELOID_LEUKEMIA	CTBP2(1),GAB2(1),MDM2(1),STAT5A(1);MDM2(3),PIK3CA(2),PIK3R5(1),SHC2(1),TGFB2(1),TGFBR1(3)	3	4	2	9	0.571428571429	0.818181818182	3.13524983017657	0.272058823529412	1.13943042714406	0.184680808417862
REACTOME_HEMOSTASIS	GP1BA(1),KLKB1(1),PROC(1),RAPGEF4(1),SLC16A8(1),TLN1(1);ADRA2C(1),COL1A1(1),FGB(1),ITGA4(2),KLKB1(1),LAMP2(1),PF4V1(1),PIK3CA(2),PIK3R5(1),PROC(1),PTPN6(1),SERPINC1(1),SERPINF2(1),TGFB2(1),YES1(1)	3	4	2	9	0.571428571429	0.818181818182	3.13524983017657	0.272058823529412	1.13943042714406	0.184680808417862
BIOCARTA_HIVNEF_PATHWAY	CASP3(1),MDM2(1),RASA1(1),TRAF2(1);LMNB1(1),MDM2(3),PARP1(1),PSEN2(3),TRAF2(3)	5	2	5	6	0.285714285714	0.545454545455	2.81869603570888	0.278280542986425	1.08112495523467	0.184680839575076
KEGG_INSULIN_SIGNALING_PATHWAY	PRKAG3(1),RPTOR(1);MTOR(1),PIK3CA(2),PIK3R5(1),RPTOR(2),SHC2(1),SLC2A4(1)	5	2	5	6	0.285714285714	0.545454545455	2.81869603570888	0.278280542986425	1.08112495523467	0.184680839575076
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	PTK2B(1),RAPGEF4(1),ROCK2(1);CLDN23(2),ITGA4(2),NCF2(2),PIK3CA(2),PIK3R5(1),PTK2B(1)	5	2	5	6	0.285714285714	0.545454545455	2.81869603570888	0.278280542986425	1.08112495523467	0.184680839575076
KEGG_PROPANOATE_METABOLISM	HADHA(1),LDHA(1);ALDH6A1(2),HADHA(3),SUCLG2(1)	5	2	5	6	0.285714285714	0.545454545455	2.81869603570888	0.278280542986425	1.08112495523467	0.184680839575076
REACTOME_FORMATION_AND_MATURATION_OF_MRNA_TRANSCRIPT	CLP1(1),DHX9(1),GTF2E2(1);CCNT1(2),CLP1(1),GTF2E2(2),HNRNPR(1)	5	2	5	6	0.285714285714	0.545454545455	2.81869603570888	0.278280542986425	1.08112495523467	0.184680839575076
REACTOME_HIV_LIFE_CYCLE	GTF2E2(1),NUP93(1),XRCC4(1);CCNT1(2),CCR5(1),GTF2E2(2),NUP155(1)	5	2	5	6	0.285714285714	0.545454545455	2.81869603570888	0.278280542986425	1.08112495523467	0.184680839575076
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	GLUL(1),MDM2(1),SLC1A3(1);ACHE(1),GRIK1(1),GRIP2(1),MDM2(3),SLC1A3(1),SLC5A7(1)	5	2	5	6	0.285714285714	0.545454545455	2.81869603570888	0.278280542986425	1.08112495523467	0.184680839575076
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	AMH(1),CCR8(1),EDA(1),IL6ST(1),LEPR(1),PDGFRA(1),TNFRSF10C(2);AMH(3),CCR5(1),CXCR3(1),IL25(1),MPL(1),PF4V1(1),TGFB2(1),TGFBR1(3),TNFRSF10A(1),TNFRSF10C(1)	2	5	1	10	0.714285714286	0.909090909091	3.68244308279805	0.325980392156863	1.08112495523467	0.230137820493895
BIOCARTA_ATM_PATHWAY	MDM2(1);MDM2(3),RBBP8(1)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
BIOCARTA_NKCELLS_PATHWAY	PTK2B(1);PIK3CA(2),PTK2B(1),PTPN6(1)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
BIOCARTA_PAR1_PATHWAY	PTK2B(1);ARHGEF12(1),PIK3CA(2),PTK2B(1)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
BIOCARTA_TOB1_PATHWAY	TGFBR3(1);TGFB2(1),TGFBR1(3)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
Byers_EMT	SSH3(1);CARD6(1),GALNT3(1),GPR56(1),ST14(2)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
KEGG_AMOEBIASIS	CASP3(1);COL1A1(1),PIK3CA(2),PIK3R5(1),TGFB2(1)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
KEGG_DILATED_CARDIOMYOPATHY	TNNT2(1);ITGA4(2),SGCA(1),TGFB2(1)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	GAB2(1);PIK3CA(2),PIK3R5(1),PLA2G6(1)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
KEGG_HOMOLOGOUS_RECOMBINATION	RAD54L(1);RAD51C(1),RPA4(3)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PRKAG3(1),TNNT2(1);ITGA4(2),SGCA(1),TGFB2(1)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
KEGG_MTOR_SIGNALING_PATHWAY	RPTOR(1);MTOR(1),PIK3CA(2),PIK3R5(1),RPTOR(2)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
KEGG_NUCLEOTIDE_EXCISION_REPAIR	POLE2(1);POLE2(1),RPA4(3)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
KEGG_TRYPTOPHAN_METABOLISM	HADHA(1);HADHA(3),TPH2(1)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
KEGG_TUBERCULOSIS	CASP3(1),CORO1A(1);ARHGEF12(1),ATP6V1H(1),CYP27B1(1),LAMP2(1),SPHK1(1),TGFB2(1)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
REACTOME_COMMON_PATHWAY	PROC(1);FGB(1),PF4V1(1),PROC(1),SERPINC1(1)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	ROCK2(1);ARHGEF12(1),MCF2(1),PIK3CA(2)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	RAPGEF4(1),TLN1(1);COL1A1(1),FGB(1),ITGA4(2)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
REACTOME_METABLISM_OF_NUCLEOTIDES	GMPS(1);CTPS2(1),NT5C2(1),NT5C3(2),NT5M(1)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
REACTOME_METABOLISM_OF_CARBOHYDRATES	NUP93(1),PGM2(1);NUP155(1),PFKP(1),SLC2A3(1),SLC2A4(1)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	PROC(1);PIGG(1),PIGW(1),PROC(1),PROZ(1)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	NKX6-1(1);HNF1A(1),RPL7(2),RPS16(1)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	MDM2(1);GRIP2(1),MDM2(3)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	GTF2E2(1);CCNT1(2),GTF2E2(2)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
SIG_CHEMOTAXIS	ROCK2(1);PIK3CA(2),RHO(1),WASF1(1)	6	1	7	4	0.142857142857	0.363636363636	3.21542363836757	0.323529411764706	1.01949038218153	0.230137823453008
KEGG_FOCAL_ADHESION	COMP(1),PDGFRA(1),ROCK2(1),TLN1(1),ZYX(1);COL1A1(1),IGF1R(1),ILK(1),ITGA4(2),PIK3CA(2),PIK3R5(1),SHC2(1)	4	3	4	7	0.428571428571	0.636363636364	2.22221259258736	0.352187028657617	0.864899964187737	0.230362250096227
KEGG_TGF_BETA_SIGNALING_PATHWAY	AMH(1),BMP6(1),COMP(1),RBL2(1),ROCK2(1),SMAD6(1),SMAD7(1),SP1(1);AMH(3),SMAD7(2),TGFB2(1),TGFBR1(3)	4	3	4	7	0.428571428571	0.636363636364	2.22221259258736	0.352187028657617	0.864899964187737	0.230362250096227
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	ADRA1B(1),TAAR1(1),TAAR6(1);ADRA1B(2),ADRA2C(1),DRD1(1),DRD4(2),TAAR6(1)	4	3	4	7	0.428571428571	0.636363636364	2.22221259258736	0.352187028657617	0.864899964187737	0.230362250096227
REACTOME_TRANSCRIPTION	CLP1(1),GTF2E2(1),GTF3A(1),POLR1A(1);CCNT1(2),CLP1(1),GTF2E2(2),HIST1H2AB(1),KAT2B(1)	4	3	4	7	0.428571428571	0.636363636364	2.22221259258736	0.352187028657617	0.864899964187737	0.230362250096227
BIOCARTA_ACE2_PATHWAY	;AGTR1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_ACTINY_PATHWAY	;WASF1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_BCR_PATHWAY	;BLNK(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_CACAM_PATHWAY	;CAMKK2(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_CARDIACEGF_PATHWAY	;AGTR1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_CK1_PATHWAY	;DRD1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_EGFR_SMRTE_PATHWAY	;ZBTB16(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_ERYTH_PATHWAY	;TGFB2(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_FIBRINOLYSIS_PATHWAY	;FGB(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_G1_PATHWAY	;TGFB2(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_INFLAM_PATHWAY	;TGFB2(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_MAL_PATHWAY	;HNF1A(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_P35ALZHEIMERS_PATHWAY	;CAPN1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_PGC1A_PATHWAY	;SLC2A4(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_PML_PATHWAY	;PRAM1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_PS1_PATHWAY	;HNF1A(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_PTDINS_PATHWAY	;PFKP(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_RARRXR_PATHWAY	;KAT2B(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_SALMONELLA_PATHWAY	;WASF1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_SPPA_PATHWAY	;TBXAS1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_TCAPOPTOSIS_PATHWAY	;CCR5(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_TEL_PATHWAY	;IGF1R(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_VDR_PATHWAY	;KAT2B(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_VITCB_PATHWAY	;SLC2A3(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_ABC_TRANSPORTERS	;ABCD3(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	;PLA2G6(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	;CANX(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_ASTHMA	;RNASE3(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	;RIPK3(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_D_ARGININE_AND_D_ORNITHINE_METABOLISM	;DAO(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_DORSO_VENTRAL_AXIS_FORMATION	;ETV6(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_ENDOCRINE_AND_OTHER_FACTOR_REGULATED_CALCIUM_REABSORPTION	;KLK1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_ETHER_LIPID_METABOLISM	;PLA2G6(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	;ST8SIA5(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_LINOLEIC_ACID_METABOLISM	;PLA2G6(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_LIPOIC_ACID_METABOLISM	;LIPT1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_PHOTOTRANSDUCTION	;RHO(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_PRIMARY_IMMUNODEFICIENCY	;BLNK(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_RENIN_ANGIOTENSIN_SYSTEM	;AGTR1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_STAPHYLOCOCCUS_AUREUS_INFECTION	;C3AR1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_SULFUR_METABOLISM	;PAPSS1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	;HIST1H2AB(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	;IARS2(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	;SLC5A7(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	;GRIK1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_CENTROSOME_MATURATION	;DCTN3(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_CHOLESTEROL_BIOSYNTHESIS	;EBP(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	;FES(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_CTLA4_INHIBITORY_SIGNALING	;YES1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_DNA_STRAND_ELONGATION	;DNA2(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	;CCT3(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_G2_M_TRANSITION	;DCTN3(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	;PIK3R5(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	;KAT2B(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	;GLP1R(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_GLYCOLYSIS	;PFKP(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	;PIK3R5(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE	;ADRA2C(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	;GRIK1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_LAGGING_STRAND_SYNTHESIS	;DNA2(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	;DCTN3(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_METABOLISM_OF_MRNA	;EXOSC9(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	;EXOSC9(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_NCAM1_INTERACTIONS	;COL1A1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	;COL1A1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	;SLC5A7(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	;KAT2B(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	;ADORA2B(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_OPSINS	;RHO(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_PACKAGING_OF_TELOMERE_ENDS	;HIST1H2AB(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_PD1_SIGNALING	;PTPN6(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_PECAM1_INTERACTIONS	;PTPN6(1),YES1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_PEROXISOMAL_LIPID_METABOLISM	;CRAT(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	;CCT3(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_PROSTANOID_HORMONES	;TBXAS1(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE	;DNA2(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	;DNA2(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_RNA_POLYMERASE_I_PROMOTER_OPENING	;HIST1H2AB(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	;FES(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_SIGNALLING_TO_ERKS	;SHC2(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_SIGNALLING_TO_RAS	;SHC2(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	;CTPS2(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_TOLL_LIKE_RECEPTOR_3_CASCADE	;RIPK3(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	;GRIP2(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_TRANSFORMATION_OF_LANOSTEROL_TO_CHOLESTEROL	;EBP(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_VIRAL_DSRNA_TLR3_TRIF_COMPLEX_ACTIVATES_RIP1	;RIPK3(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	;SLC5A6(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
SA_B_CELL_RECEPTOR_COMPLEXES	;BLNK(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
SA_MMP_CYTOKINE_CONNECTION	;TGFB2(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
ST_G_ALPHA_S_PATHWAY	;SNX13(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
ST_MYOCYTE_AD_PATHWAY	;RHO(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
ST_WNT_BETA_CATENIN_PATHWAY	;NKD2(1)	7	0	10	1	0	0.0909090909091	NA	0.611111111111111	0.82085126024381	0.33858380160613
BIOCARTA_ARF_PATHWAY	MDM2(1),POLR1A(1);MDM2(3),PIK3CA(2)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
BIOCARTA_CASPASE_PATHWAY	CASP3(1),PRF1(1);LMNB1(1),PARP1(1),PRF1(3)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
BIOCARTA_IL7_PATHWAY	PTK2B(1),STAT5A(1);NMI(2),PIK3CA(2),PTK2B(1)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
BIOCARTA_TNFR1_PATHWAY	CASP3(1),TRAF2(1);LMNB1(1),PARP1(1),TRAF2(3)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
